months_as_customer,age,policy_number,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,capital-gains,capital-loss,incident_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_year
204,40,942106,2000,1767.02,0,453193,0,-49300,Single Vehicle Collision,Total Loss,Ambulance,SC,Arlington,7,1,1,1,46200,4200,8400,33600,Audi,1997
278,47,794951,500,1285.01,0,459630,0,-39800,Single Vehicle Collision,Major Damage,Ambulance,VA,Hillsdale,21,1,2,2,58500,5850,5850,46800,Toyota,2010
434,57,182450,2000,1422.95,0,608982,0,0,Multi-vehicle Collision,Major Damage,Other,SC,Columbus,15,3,1,3,66240,11040,11040,44160,Nissan,2003
209,36,730973,2000,1223.39,0,452218,0,0,Multi-vehicle Collision,Total Loss,Ambulance,PA,Hillsdale,17,3,1,3,65440,8180,8180,49080,Jeep,2014
250,43,687755,2000,1539.06,0,434150,37800,0,Single Vehicle Collision,Minor Damage,Fire,SC,Hillsdale,2,1,0,3,64200,10700,10700,42800,Ford,2002
61,25,757644,2000,988.06,0,460579,0,0,Multi-vehicle Collision,Minor Damage,Ambulance,WV,Northbend,1,3,1,0,32320,4040,4040,24240,Dodge,2000
80,28,998865,1000,1740.57,0,442142,0,-18600,Single Vehicle Collision,Major Damage,Police,SC,Northbend,3,1,0,1,33480,3720,3720,26040,Dodge,2011
25,38,944953,1000,1540.91,7000000,608807,40900,0,Vehicle Theft,Trivial Damage,None,VA,Northbend,0,1,1,1,4320,480,960,2880,Toyota,1995
4,29,386429,500,1381.88,5000000,433153,0,-77800,Vehicle Theft,Trivial Damage,Police,SC,Hillsdale,4,1,0,2,4200,840,420,2940,Jeep,2008
32,29,108270,500,1446.98,0,436560,0,-45700,Multi-vehicle Collision,Minor Damage,Ambulance,NY,Arlington,11,3,2,0,57970,10540,5270,42160,Saab,2006
125,31,205134,500,1220.86,0,436784,55400,-40400,Parked Car,Trivial Damage,None,NY,Arlington,4,1,1,2,4320,0,960,3360,Saab,2003
276,45,749325,500,948.1,0,430621,44500,-61400,Multi-vehicle Collision,Minor Damage,Fire,SC,Columbus,11,3,0,2,69300,13860,6930,48510,Ford,2010
148,30,774303,500,1471.24,0,601574,57500,-93600,Multi-vehicle Collision,Minor Damage,Police,NC,Riverwood,4,3,2,2,32480,4060,4060,24360,Dodge,1997
222,38,698470,2000,1157.97,0,433853,0,-64500,Single Vehicle Collision,Total Loss,Police,NY,Hillsdale,20,1,2,2,60480,6720,6720,47040,Accura,2001
32,38,719989,2000,566.11,5000000,453164,0,0,Parked Car,Trivial Damage,Police,NC,Springfield,22,1,0,0,2640,440,440,1760,Honda,2015
78,27,309323,500,1060.88,0,613931,0,-66500,Parked Car,Trivial Damage,Police,SC,Northbend,4,1,0,3,6050,550,1100,4400,Volkswagen,2009
238,43,444035,1000,1524.45,4000000,607458,0,-44800,Multi-vehicle Collision,Total Loss,Ambulance,NC,Hillsdale,21,4,0,0,42700,4270,4270,34160,Saab,1995
313,47,431478,1000,1556.17,0,463835,63900,-53300,Single Vehicle Collision,Major Damage,Ambulance,SC,Hillsdale,20,1,1,3,40260,3660,7320,29280,Accura,1996
334,50,797634,500,1216.24,0,613945,26700,-47200,Single Vehicle Collision,Major Damage,Fire,NY,Columbus,7,1,2,0,50000,5000,10000,35000,Chevrolet,2008
190,35,284836,500,1484.72,5000000,432699,0,0,Parked Car,Trivial Damage,None,NY,Riverwood,4,1,0,1,3840,640,320,2880,Saab,1998
194,41,238196,500,1203.81,0,613119,52500,-51300,Multi-vehicle Collision,Minor Damage,Police,WV,Springfield,17,3,0,2,95900,13700,20550,61650,Saab,1999
290,47,885789,1000,1393.34,0,472922,0,-61400,Multi-vehicle Collision,Minor Damage,Ambulance,WV,Northbend,20,3,1,3,56160,6240,12480,37440,Audi,2002
26,42,287436,1000,1484.48,0,613849,50700,-36300,Single Vehicle Collision,Major Damage,Police,SC,Riverwood,10,1,2,3,63030,5730,11460,45840,Saab,1996
254,41,496067,500,1581.27,5000000,603827,42200,-48000,Single Vehicle Collision,Minor Damage,Police,NY,Riverwood,8,1,2,2,63470,5770,11540,46160,BMW,1999
199,38,206004,1000,1281.25,0,467780,0,-53100,Single Vehicle Collision,Major Damage,Police,WV,Columbus,6,1,0,2,44440,8080,4040,32320,BMW,2007
137,35,153027,500,1667.83,0,460586,48500,-67400,Parked Car,Minor Damage,Police,WV,Northbrook,4,1,1,1,6600,1200,1200,4200,Jeep,2005
134,36,469426,1000,1497.41,0,613842,14100,-44500,Multi-vehicle Collision,Minor Damage,Ambulance,WV,Northbrook,17,3,2,0,77200,9650,9650,57900,Ford,1996
73,30,654974,500,803.36,0,435371,0,0,Multi-vehicle Collision,Total Loss,Other,WV,Springfield,15,3,0,0,57000,0,11400,45600,Audi,2013
289,45,943425,2000,1221.41,0,466289,46700,-72500,Vehicle Theft,Trivial Damage,Police,WV,Riverwood,9,1,2,1,2700,300,300,2100,Honda,2006
176,36,641845,500,1865.83,5000000,436173,32800,-50600,Single Vehicle Collision,Total Loss,Police,WV,Hillsdale,17,1,2,1,47300,4300,8600,34400,Volkswagen,2006
145,37,794534,2000,1434.27,0,457234,0,-35900,Single Vehicle Collision,Major Damage,Other,VA,Arlington,13,1,2,3,55110,5010,10020,40080,Nissan,2002
164,31,357808,500,1114.68,0,474758,44500,-55900,Vehicle Theft,Trivial Damage,Police,SC,Springfield,5,1,1,0,4320,480,480,3360,Mercedes,2002
186,38,536052,2000,1218.56,0,477373,39300,-60300,Multi-vehicle Collision,Total Loss,Police,VA,Arlington,23,3,2,2,68760,11460,5730,51570,Saab,1998
85,31,873384,2000,1234.69,9000000,613471,0,0,Multi-vehicle Collision,Major Damage,Other,WV,Arlington,1,2,2,1,74400,14880,7440,52080,BMW,2003
162,33,790225,500,964.92,0,601581,45700,0,Multi-vehicle Collision,Major Damage,Fire,NY,Hillsdale,17,4,2,1,35300,3530,3530,28240,Mercedes,1996
396,57,587498,500,1351.72,0,612102,0,-49400,Parked Car,Minor Damage,None,NY,Springfield,3,1,1,3,2640,480,480,1680,Volkswagen,2000
270,41,639027,1000,817.28,0,460263,62200,0,Multi-vehicle Collision,Total Loss,Ambulance,SC,Columbus,17,3,1,1,60190,4630,9260,46300,Mercedes,2014
168,39,217899,1000,1389.59,0,479134,0,-42600,Multi-vehicle Collision,Major Damage,Fire,NY,Northbend,23,3,1,3,41580,3780,7560,30240,Chevrolet,2015
274,45,589094,1000,1353.53,0,451467,54700,-47900,Single Vehicle Collision,Minor Damage,Ambulance,NY,Columbus,13,1,0,0,58500,11700,0,46800,Accura,1995
263,43,458829,1000,1294.04,0,602670,0,0,Single Vehicle Collision,Minor Damage,Fire,SC,Riverwood,17,1,2,3,79320,13220,6610,59490,Nissan,1997
152,33,626208,1000,840.81,0,613607,0,0,Single Vehicle Collision,Minor Damage,Ambulance,NY,Arlington,2,1,0,2,82610,7510,7510,67590,Ford,2002
46,41,315041,2000,998.19,0,611556,43700,-66300,Multi-vehicle Collision,Total Loss,Ambulance,SC,Hillsdale,23,3,1,3,78600,13100,19650,45850,Dodge,2004
276,46,283267,2000,1090.32,0,435518,0,-70400,Single Vehicle Collision,Minor Damage,Ambulance,SC,Columbus,17,1,1,2,51390,5710,5710,39970,Volkswagen,2007
234,44,442494,500,1780.67,0,465942,0,0,Single Vehicle Collision,Major Damage,Ambulance,NC,Springfield,3,1,1,0,70200,7020,7020,56160,Ford,2012
64,30,159243,2000,1681.01,0,446174,0,-51100,Parked Car,Minor Damage,None,SC,Riverwood,16,1,2,1,4900,490,1470,2940,Jeep,2015
456,62,669800,1000,1395.77,0,611651,82600,-49500,Multi-vehicle Collision,Major Damage,Other,PA,Hillsdale,13,3,1,3,66480,5540,11080,49860,Saab,2012
58,23,520179,2000,1471.44,5000000,446657,57500,0,Single Vehicle Collision,Major Damage,Fire,NC,Riverwood,8,1,2,1,50380,4580,9160,36640,Chevrolet,2007
475,61,607974,500,1265.72,0,612506,0,-59500,Single Vehicle Collision,Major Damage,Fire,SC,Columbus,23,1,0,2,64350,9900,9900,44550,Mercedes,1998
96,29,465065,1000,1274.7,5000000,618493,47500,-58700,Multi-vehicle Collision,Major Damage,Ambulance,NC,Springfield,15,3,2,3,55400,5540,11080,38780,Chevrolet,2004
99,28,369941,500,1330.39,0,612664,0,0,Single Vehicle Collision,Total Loss,Other,NY,Columbus,3,1,2,2,49900,4990,9980,34930,Dodge,1998
38,28,447226,500,1122.95,4000000,473653,78000,0,Multi-vehicle Collision,Minor Damage,Ambulance,WV,Northbrook,4,3,0,3,74880,12480,12480,49920,Accura,2000
259,44,831668,2000,1655.79,0,454529,0,0,Single Vehicle Collision,Minor Damage,Other,NY,Northbend,8,1,0,0,105820,16280,16280,73260,Audi,2002
241,43,922937,1000,935.77,0,437422,0,-36000,Vehicle Theft,Trivial Damage,Police,PA,Northbend,21,1,1,0,7150,1300,650,5200,Volkswagen,2003
437,58,640474,2000,1192.04,0,619470,66100,-31400,Single Vehicle Collision,Total Loss,Ambulance,SC,Northbrook,23,1,0,0,55800,11160,11160,33480,Dodge,2004
130,34,153298,500,990.11,0,442666,0,-41200,Parked Car,Trivial Damage,None,NY,Riverwood,8,1,1,3,5830,1060,1060,3710,Dodge,2015
269,41,334749,2000,1422.21,0,620507,0,-46400,Single Vehicle Collision,Major Damage,Ambulance,WV,Riverwood,21,1,2,1,85900,17180,17180,51540,Suburu,2005
103,29,221283,500,914.85,0,614867,72100,0,Parked Car,Minor Damage,Police,OH,Columbus,5,1,2,3,7110,790,1580,4740,Accura,2005
284,43,961496,500,1123.84,0,609898,48200,0,Multi-vehicle Collision,Total Loss,Fire,WV,Columbus,12,3,0,0,36960,6720,3360,26880,Chevrolet,2007
189,39,804751,2000,838.02,0,450702,0,0,Multi-vehicle Collision,Minor Damage,Police,VA,Northbrook,7,3,2,0,64400,6440,6440,51520,Dodge,1997
267,43,369226,500,1300.68,0,600418,49000,0,Parked Car,Minor Damage,None,NC,Northbend,0,1,1,3,1920,480,0,1440,Chevrolet,2011
39,22,691115,500,1173.21,0,431202,0,0,Single Vehicle Collision,Major Damage,Police,SC,Northbend,14,1,0,1,86130,15660,7830,62640,Suburu,2009
140,32,713172,1000,985.97,5000000,457793,0,0,Single Vehicle Collision,Major Damage,Fire,VA,Northbrook,13,1,2,3,82170,14940,7470,59760,Chevrolet,1995
243,41,621756,1000,1129.23,0,470190,17300,-60400,Single Vehicle Collision,Major Damage,Fire,WV,Hillsdale,1,1,1,0,50300,10060,5030,35210,Suburu,1999
116,31,615116,500,1194.83,0,603733,28600,0,Single Vehicle Collision,Major Damage,Police,SC,Riverwood,23,1,0,0,44200,4420,8840,30940,Suburu,1997
219,43,947598,1000,1114.29,0,465136,51300,0,Single Vehicle Collision,Major Damage,Ambulance,VA,Northbrook,1,1,2,2,66660,6060,6060,54540,Toyota,2006
96,26,658002,2000,1509.04,0,611723,10000,0,Single Vehicle Collision,Total Loss,Ambulance,SC,Riverwood,9,1,2,3,78320,7120,14240,56960,Saab,2007
149,34,374545,500,664.86,0,608963,0,-60000,Single Vehicle Collision,Total Loss,Fire,WV,Columbus,3,1,0,1,105040,16160,16160,72720,Dodge,1999
246,43,805806,1000,1267.4,6000000,454139,0,0,Single Vehicle Collision,Minor Damage,Fire,NY,Hillsdale,0,1,2,1,50700,5070,5070,40560,Accura,2006
293,45,235097,1000,1119.23,0,447560,51500,0,Multi-vehicle Collision,Total Loss,Fire,WV,Northbend,13,3,1,1,51210,11380,5690,34140,Jeep,2015
339,48,290971,500,1698.51,0,444378,0,0,Multi-vehicle Collision,Total Loss,Fire,SC,Hillsdale,18,3,2,1,51840,8640,8640,34560,Volkswagen,2001
160,33,180286,1000,1422.78,0,616583,61600,0,Multi-vehicle Collision,Total Loss,Ambulance,NC,Riverwood,17,3,2,3,52800,5280,5280,42240,Nissan,2006
224,42,662088,500,1212.75,0,455913,0,-51400,Single Vehicle Collision,Minor Damage,Fire,WV,Springfield,11,1,0,0,55200,9200,13800,32200,Honda,1998
194,34,884365,1000,1423.34,0,454399,55300,-37900,Vehicle Theft,Minor Damage,None,WV,Riverwood,0,1,0,3,9100,1400,1400,6300,Chevrolet,2003
385,51,178081,1000,976.37,0,602842,0,-61000,Multi-vehicle Collision,Minor Damage,Other,WV,Riverwood,14,3,1,3,67600,13520,6760,47320,Suburu,2007
100,33,507452,500,1124.59,6000000,459428,67300,0,Single Vehicle Collision,Minor Damage,Other,NC,Columbus,4,1,1,2,40800,6800,6800,27200,BMW,2004
371,50,990624,1000,1569.33,0,613114,79600,0,Multi-vehicle Collision,Major Damage,Other,WV,Springfield,2,3,2,1,84500,13000,13000,58500,Volkswagen,2011
175,39,892148,500,1359.36,5000000,450709,0,-43600,Multi-vehicle Collision,Major Damage,Other,SC,Arlington,9,3,2,2,71610,13020,6510,52080,Toyota,2012
373,55,398683,500,1607.36,0,444626,0,0,Multi-vehicle Collision,Major Damage,Other,SC,Arlington,21,4,0,2,60600,6060,12120,42420,Dodge,2007
258,41,605100,500,1042.25,0,601206,0,-44400,Multi-vehicle Collision,Major Damage,Fire,NC,Riverwood,0,3,2,3,81240,6770,20310,54160,Mercedes,2008
255,39,143109,500,1453.95,0,470389,38200,0,Multi-vehicle Collision,Total Loss,Fire,WV,Springfield,17,3,0,3,29300,2930,5860,20510,Audi,2010
37,31,230223,500,1969.63,0,615218,0,0,Multi-vehicle Collision,Total Loss,Fire,WV,Northbend,21,3,1,1,76450,6950,13900,55600,Dodge,1995
322,44,769602,1000,1156.19,0,606249,49900,-62700,Multi-vehicle Collision,Major Damage,Fire,NY,Northbrook,20,3,0,3,49400,9880,4940,34580,Jeep,2010
204,38,420815,2000,1124.47,0,616161,0,-45100,Single Vehicle Collision,Total Loss,Ambulance,SC,Northbrook,5,1,0,1,90530,16460,16460,57610,Ford,2003
76,31,973546,500,1493.5,5000000,442335,39900,-44000,Vehicle Theft,Minor Damage,Police,WV,Northbrook,7,1,2,1,8030,1460,730,5840,Mercedes,1995
193,40,608039,500,1155.38,0,604952,34200,-32300,Single Vehicle Collision,Minor Damage,Fire,NY,Columbus,6,1,0,0,63900,6390,6390,51120,Accura,2001
405,55,250162,500,878.19,0,441533,57100,0,Multi-vehicle Collision,Minor Damage,Fire,NC,Northbend,2,4,0,2,38640,4830,4830,28980,Chevrolet,1997
435,58,786432,2000,1145.85,0,471784,0,-40000,Multi-vehicle Collision,Total Loss,Other,NY,Columbus,19,3,1,1,41490,9220,4610,27660,Mercedes,2004
54,35,445195,500,1261.28,0,453265,68500,-42100,Multi-vehicle Collision,Minor Damage,Fire,VA,Springfield,21,3,2,0,79090,14380,7190,57520,Nissan,2012
144,35,938634,500,1427.46,0,444922,0,0,Multi-vehicle Collision,Major Damage,Police,WV,Springfield,3,3,0,0,87900,17580,8790,61530,Dodge,1995
92,32,482495,500,1592.41,0,474324,58900,-29100,Single Vehicle Collision,Total Loss,Ambulance,WV,Columbus,22,1,2,3,53400,5340,5340,42720,Jeep,1996
173,36,796005,1000,1274.63,0,441298,51000,0,Single Vehicle Collision,Total Loss,Fire,SC,Springfield,22,1,2,3,52030,9460,9460,33110,Accura,1995
436,60,910604,500,1362.31,0,446606,67600,-65300,Single Vehicle Collision,Minor Damage,Ambulance,VA,Arlington,16,1,0,2,82060,14920,7460,59680,Saab,2005
155,35,327488,1000,919.37,0,459537,83600,0,Single Vehicle Collision,Minor Damage,Ambulance,NY,Northbrook,0,1,0,3,48360,8060,8060,32240,Nissan,1997
78,31,715202,1000,1377.23,0,440757,72600,0,Multi-vehicle Collision,Minor Damage,Other,NY,Hillsdale,1,3,2,1,52290,5810,11620,34860,Nissan,1997
440,57,648852,1000,995.55,5000000,604948,51500,-52100,Multi-vehicle Collision,Major Damage,Police,SC,Arlington,19,3,0,3,68200,12400,12400,43400,Jeep,2007
264,43,516959,500,1508.12,6000000,433275,0,0,Multi-vehicle Collision,Major Damage,Other,NY,Columbus,0,3,2,1,60750,13500,6750,40500,Jeep,2015
66,30,984456,500,484.67,0,608309,21100,-60800,Multi-vehicle Collision,Major Damage,Fire,SC,Arlington,2,3,0,2,65560,11920,11920,41720,Volkswagen,2015
366,50,801331,1000,1561.41,0,462767,21200,0,Multi-vehicle Collision,Minor Damage,Police,NY,Arlington,5,3,1,3,70290,12780,12780,44730,Mercedes,2012
188,37,786103,500,1457.21,0,471785,46300,0,Single Vehicle Collision,Total Loss,Ambulance,SC,Columbus,6,1,2,0,45000,5000,5000,35000,Suburu,2003
224,39,684193,1000,1128.71,0,601397,0,-47100,Multi-vehicle Collision,Total Loss,Fire,VA,Riverwood,21,3,2,1,61800,12360,6180,43260,Suburu,2007
253,46,247505,500,1358.2,0,477636,52900,0,Multi-vehicle Collision,Major Damage,Ambulance,NY,Columbus,11,3,0,0,64570,5870,11740,46960,Jeep,2001
446,61,259792,1000,1232.79,0,441967,49900,-62100,Single Vehicle Collision,Minor Damage,Other,VA,Springfield,3,1,2,0,70500,7050,14100,49350,Suburu,2007
169,37,185124,1000,936.19,0,454776,70600,-48500,Multi-vehicle Collision,Total Loss,Police,SC,Northbrook,4,3,2,1,57900,17370,5790,34740,Audi,2005
255,46,760700,500,1302.34,0,431532,0,-52600,Multi-vehicle Collision,Minor Damage,Fire,WV,Northbrook,2,3,1,0,57860,5260,10520,42080,Volkswagen,2011
209,39,362407,500,1264.99,0,614169,67800,0,Single Vehicle Collision,Minor Damage,Fire,VA,Northbrook,22,1,1,1,37800,8400,4200,25200,Chevrolet,1995
210,37,389525,500,1467.76,0,601425,38700,-33100,Single Vehicle Collision,Total Loss,Ambulance,NY,Northbend,8,1,1,3,63300,6330,6330,50640,Toyota,2000
174,33,179538,2000,1124.43,0,477346,0,0,Multi-vehicle Collision,Total Loss,Ambulance,WV,Northbrook,14,3,0,1,44200,8840,4420,30940,Saab,1995
70,28,265437,1000,1319.81,0,613587,67200,-59400,Multi-vehicle Collision,Minor Damage,Police,WV,Arlington,14,4,1,0,31680,3520,3520,24640,Toyota,2006
89,32,266247,2000,1482.53,0,620358,49100,-45100,Parked Car,Trivial Damage,Police,WV,Northbrook,5,1,1,2,100,10,20,70,Audi,2002
458,61,921851,1000,1328.18,0,617699,53000,0,Single Vehicle Collision,Minor Damage,Fire,WV,Columbus,18,1,2,1,56340,6260,6260,43820,Volkswagen,2003
239,40,488724,500,1463.95,0,430567,0,0,Multi-vehicle Collision,Total Loss,Police,NC,Springfield,20,3,0,0,69740,6340,6340,57060,Dodge,2003
161,38,192524,2000,1133.85,0,439870,60200,0,Multi-vehicle Collision,Total Loss,Police,WV,Springfield,0,3,2,2,60480,5040,15120,40320,Volkswagen,2003
446,61,338070,1000,1037.32,0,438837,0,-15700,Multi-vehicle Collision,Minor Damage,Police,NC,Hillsdale,1,3,2,1,80880,6740,13480,60660,Nissan,2005
476,61,865607,1000,1562.8,0,458997,42800,-68200,Single Vehicle Collision,Total Loss,Fire,WV,Hillsdale,10,1,1,2,49390,8980,4490,35920,Suburu,2009
70,29,963285,1000,1425.79,0,604147,62400,-52300,Single Vehicle Collision,Minor Damage,Ambulance,NC,Riverwood,12,1,0,3,69360,11560,11560,46240,Dodge,2009
233,41,728491,2000,1615.14,0,606638,67100,0,Vehicle Theft,Minor Damage,None,NY,Springfield,6,1,0,1,3740,680,680,2380,Chevrolet,2011
122,33,553436,500,1236.5,0,619620,0,-48700,Parked Car,Trivial Damage,None,NY,Hillsdale,1,1,0,1,5060,460,920,3680,Nissan,2003
335,48,440616,2000,1017.97,0,441671,59900,-34800,Multi-vehicle Collision,Total Loss,Police,WV,Columbus,21,3,0,0,35860,3260,6520,26080,BMW,2005
257,40,463237,2000,1306,0,610381,46100,-46900,Multi-vehicle Collision,Major Damage,Ambulance,NY,Columbus,3,3,2,1,50050,7700,3850,38500,Ford,2008
85,27,753452,2000,1174.14,0,602416,50400,-61500,Multi-vehicle Collision,Minor Damage,Fire,NY,Northbend,14,4,0,0,59070,10740,5370,42960,Toyota,2012
133,30,920554,1000,1231.01,0,459562,0,-31700,Multi-vehicle Collision,Minor Damage,Fire,SC,Riverwood,19,3,1,2,28440,3160,3160,22120,Dodge,2007
119,34,594783,500,1299.18,0,463271,57100,0,Single Vehicle Collision,Major Damage,Fire,OH,Springfield,7,1,2,1,45540,8280,8280,28980,Honda,1998
169,34,725330,500,1469.75,0,458132,0,-57600,Single Vehicle Collision,Minor Damage,Fire,VA,Arlington,0,1,0,0,38700,7740,3870,27090,Volkswagen,2012
225,39,607259,500,1390.72,0,448949,83900,-52100,Parked Car,Trivial Damage,None,SC,Northbrook,6,1,2,1,5830,1060,530,4240,Nissan,2011
84,32,979336,500,1694.09,7000000,603732,0,0,Single Vehicle Collision,Total Loss,Other,NY,Northbend,0,1,0,2,57240,4770,9540,42930,BMW,1995
169,39,865201,2000,1140.15,0,608929,0,-36800,Multi-vehicle Collision,Total Loss,Police,VA,Riverwood,9,3,0,3,46200,4200,8400,33600,Suburu,2015
124,32,140977,1000,1310.71,0,469875,29300,0,Single Vehicle Collision,Total Loss,Ambulance,NY,Columbus,23,1,0,1,57700,5770,5770,46160,Toyota,2003
320,48,787351,2000,1730.49,7000000,443342,46300,-41700,Multi-vehicle Collision,Minor Damage,Fire,WV,Northbrook,13,3,2,0,56160,4680,9360,42120,Saab,1995
297,47,272330,500,1616.65,7000000,456363,0,-59500,Multi-vehicle Collision,Total Loss,Fire,WV,Columbus,0,3,0,3,44400,5550,5550,33300,Jeep,1999
421,56,728025,500,1935.85,4000000,470826,49500,-81100,Single Vehicle Collision,Major Damage,Ambulance,NY,Hillsdale,7,1,2,3,92730,16860,8430,67440,Mercedes,2004
136,33,804608,1000,855.14,0,458582,37900,0,Single Vehicle Collision,Minor Damage,Fire,NC,Northbrook,23,1,0,1,30700,3070,6140,21490,Toyota,2015
46,24,718829,2000,1568.47,4000000,454480,46800,0,Single Vehicle Collision,Major Damage,Fire,NY,Northbrook,7,1,2,0,56600,11320,5660,39620,Toyota,1999
34,24,482404,2000,1550.53,0,435632,0,-27700,Parked Car,Trivial Damage,None,VA,Hillsdale,20,1,0,1,3960,660,660,2640,Audi,1998
95,30,331170,2000,1370.92,0,442206,48900,0,Single Vehicle Collision,Minor Damage,Police,SC,Arlington,22,1,0,3,34800,3480,6960,24360,Accura,1999
140,36,753056,500,1363.59,0,468303,43200,0,Multi-vehicle Collision,Minor Damage,Other,NY,Riverwood,10,3,2,0,79500,7950,7950,63600,Chevrolet,2000
200,34,910365,1000,828.42,3000000,467762,0,0,Single Vehicle Collision,Total Loss,Police,NY,Arlington,10,1,2,2,56000,5600,5600,44800,Chevrolet,2009
123,29,379268,500,1209.63,0,447188,64800,-44200,Single Vehicle Collision,Minor Damage,Ambulance,NC,Arlington,17,1,1,0,73260,16280,0,56980,Volkswagen,2014
267,46,362843,2000,1111.17,0,469438,35000,0,Parked Car,Trivial Damage,None,WV,Arlington,3,1,2,3,4950,900,450,3600,Toyota,1995
290,42,135400,500,989.97,0,462519,32500,0,Single Vehicle Collision,Minor Damage,Ambulance,WV,Hillsdale,10,1,0,1,48000,4800,9600,33600,Saab,2013
45,37,798579,1000,1114.23,0,432534,0,0,Single Vehicle Collision,Major Damage,Fire,SC,Arlington,1,1,0,1,52200,10440,5220,36540,Nissan,2005
186,38,250833,2000,1347.31,0,436467,80900,-111100,Multi-vehicle Collision,Minor Damage,Ambulance,NY,Springfield,1,3,2,3,73800,12300,12300,49200,Audi,1995
135,34,824116,2000,1687.53,0,465674,0,-69600,Single Vehicle Collision,Total Loss,Fire,NC,Northbend,7,1,1,2,78200,15640,7820,54740,Audi,2009
110,33,322613,1000,1183.48,0,442389,0,0,Single Vehicle Collision,Major Damage,Ambulance,VA,Northbend,19,1,2,3,55200,13800,9200,32200,Saab,2015
259,43,871305,2000,1537.13,0,471614,0,-58300,Multi-vehicle Collision,Total Loss,Other,NY,Northbend,3,3,0,2,57060,6340,6340,44380,Ford,2012
114,30,488037,1000,1173.25,0,442936,0,-34700,Vehicle Theft,Minor Damage,None,WV,Arlington,3,1,0,3,4680,520,520,3640,Chevrolet,2013
404,56,485813,1000,1361.16,4000000,437944,0,-63700,Single Vehicle Collision,Minor Damage,Ambulance,VA,Hillsdale,23,1,2,0,53100,5310,5310,42480,Accura,2005
282,48,886473,2000,1422.56,7000000,473705,26900,-55300,Vehicle Theft,Minor Damage,None,WV,Springfield,7,1,1,2,3520,640,320,2560,Accura,2013
57,25,907113,2000,1143.06,0,469363,63100,-54100,Multi-vehicle Collision,Total Loss,Ambulance,VA,Riverwood,0,3,0,1,72900,14580,14580,43740,Nissan,2010
215,38,833321,500,1405.71,0,465376,0,0,Single Vehicle Collision,Total Loss,Police,SC,Arlington,10,1,0,1,70700,7070,14140,49490,Volkswagen,2008
140,30,521592,500,1354.2,0,438775,100500,0,Multi-vehicle Collision,Minor Damage,Other,SC,Columbus,4,4,0,0,60170,5470,10940,43760,Nissan,2006
250,42,254837,500,1055.6,0,457962,69500,-40700,Single Vehicle Collision,Major Damage,Other,SC,Columbus,16,1,1,1,74800,13600,6800,54400,Ford,2009
286,41,634499,1000,999.43,0,477947,25800,0,Vehicle Theft,Trivial Damage,Police,WV,Northbend,3,1,2,0,4100,820,410,2870,Chevrolet,2009
356,47,574707,2000,1155.97,0,431104,0,0,Single Vehicle Collision,Minor Damage,Other,SC,Columbus,5,1,0,3,61490,5590,11180,44720,Dodge,2009
65,29,476839,1000,1726.91,0,456570,0,0,Vehicle Theft,Trivial Damage,None,VA,Hillsdale,14,1,0,0,7200,720,1440,5040,Audi,1999
187,34,149601,500,1232.57,0,612986,59500,0,Multi-vehicle Collision,Minor Damage,Fire,NY,Arlington,7,3,0,0,45100,8200,4100,32800,Nissan,2011
386,53,630683,500,1078.65,0,615730,36800,0,Single Vehicle Collision,Minor Damage,Police,WV,Northbend,16,1,2,3,66660,12120,6060,48480,Honda,2006
197,41,500639,1000,1324.78,0,478640,0,-64500,Single Vehicle Collision,Major Damage,Police,NC,Northbrook,6,1,2,2,76400,15280,7640,53480,Volkswagen,1997
166,37,352120,500,1518.54,0,470510,0,0,Single Vehicle Collision,Total Loss,Ambulance,PA,Riverwood,10,1,1,1,58300,10600,10600,37100,Ford,2001
293,49,569245,2000,1239.06,0,439360,34900,0,Single Vehicle Collision,Total Loss,Police,SC,Riverwood,19,1,1,1,57310,5210,10420,41680,Volkswagen,2002
179,32,907012,2000,1246.68,0,440251,0,0,Single Vehicle Collision,Minor Damage,Fire,NY,Arlington,10,1,0,1,53100,5900,5900,41300,Suburu,2006
76,24,700074,1000,1622.67,0,600313,0,0,Multi-vehicle Collision,Total Loss,Ambulance,WV,Riverwood,6,3,1,1,74700,14940,7470,52290,Suburu,1997
105,28,866805,500,1082.36,0,452216,0,0,Multi-vehicle Collision,Major Damage,Fire,SC,Riverwood,12,3,2,2,60500,12100,6050,42350,Audi,1995
97,26,951863,1000,1270.55,0,478532,0,-72100,Multi-vehicle Collision,Total Loss,Other,NC,Riverwood,10,3,2,3,84920,7720,15440,61760,Jeep,2006
148,36,211578,1000,1236.32,5000000,616929,55100,0,Single Vehicle Collision,Total Loss,Police,PA,Northbrook,0,1,2,0,61050,5550,11100,44400,Dodge,2009
77,26,357394,2000,785.82,0,620207,49700,0,Multi-vehicle Collision,Major Damage,Police,NY,Hillsdale,12,3,2,0,69080,12560,6280,50240,Audi,2009
295,46,863749,500,1265.84,0,605743,52200,-44500,Vehicle Theft,Minor Damage,None,VA,Arlington,10,1,1,3,4560,760,380,3420,Nissan,2007
